SHENO,GN,fieldcount,Land_ID,Land_Type,Land_Size,Land_Tenancy,Land_TenureLength,Land_Type1,Land_Type2,Land_Type3,Land_Seasonality,Land_IrrigSource1,Land_IrrigSource2,Land_IrrigSource3,Land_IrrigSource4,Land_IrrigSource5,Land_MainTankIrrig,Land_StorageTankIrrig,Land_SluiceName1,Land_SluiceName2,Land_FieldCanalLocation,Land_DCanalName,Land_FCanalNumber,Land_PrepWaterDaysMaha,Land_PrepWaterDaysYala,Land_PrepWaterSatisMaha,Land_PrepWaterSatisYala,Land_GrowingWaterIntervalMaha,Land_GrowingWaterHoursMaha,Land_GrowingWaterIntervalYala,Land_GrowingWaterHoursYala,Land_GrowingWaterSatisMaha,Land_GrowingWaterSatisYala,Land_LatterWaterIntervalMaha,Land_LatterWaterHoursMaha,Land_LatterWaterIntervalYala,Land_LatterWaterHoursYala,Land_LatterWaterSatisMaha,Land_LatterWaterSatisYala,Land_CultivationFrequency,Land_WhyNoCult1,Land_WhyNoCult2,Land_WhyNoCult3,Land_WhyNoCult4,Land_WhyNoCult5,Land_LowYieldDrought,Land_LowYieldOther,filter_$
539,23,2,2,1,1,1,25,1, , ,1,4, , , , ,3,71,2, ,3,99,99,7,7,3,3,3,2,3,2,3,3,5,3,5,3,3,3,10, , , , , ,0,0,0
550,23,1,1,1,2,1,25,1, , ,1,4, , , , ,3,71,2, ,3,99,99,3,3,3,3,3,6,3,6,3,3,3,24,3,24,3,3,10, , , , , ,0,1,0
561,23,2,1,1,1.5,3,0,1, , ,1,4, , , , ,3,71,2, ,2,99,RB-17,14,14,3,3,7,3,3,6,3,3,7,2,5,7,3,3,1,6, , , , ,0,1,0
561,23,2,2,1,.5,3,0,1, , ,1,4, , , , ,3,71,2, ,1,99,RB-17,14,14,3,3,7,3,3,12,3,3,7,2,5,7,3,3,1,6, , , , ,0,1,0
602,24,3,1,1,1,3,3,1, , ,1,5, , , , , ,76,7, ,3, , ,5,5,3,3,6,3,6,3,3,3,6,3,6,3,3,3,6,6, , , , ,0,2,0
602,24,3,2,3,.25,1,8,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,0
602,24,3,3,2,1,3,4,2,1, ,1,10,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6, , , , ,0,0,0
605,24,2,1,1,2,1,33,1, , ,1,5, , , , , ,77,7, ,1, , ,15,15,3,3,7,8,7,10,3,3,7,8,7,10,1,1,10, , , , , ,2,2,0
605,24,2,2,2,1,1,33,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,4,0,0
623,24,3,1,1,2,1,24,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,6,7,6,3,3,7,6,7,6,3,3,10, , , , , ,0,3,0
623,24,3,2,2,2,1,38,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,7,0,0
623,24,3,3,2,2,1,38,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,7,0,0
629,24,3,1,1,1,1,16,1, , ,1,5, , , , , ,76,7, ,2, , ,5,5,3,3,3,2,3,2,3,3,7,2,7,2,3,3,10, , , , , ,1,2,0
629,24,3,2,1,1,3,2,1, , ,1,5, , , , , ,76,7, ,2, , ,5,5,3,3,3,2,3,2,3,3,7,2,7,2,3,3,2,6, , , , ,0,0,0
629,24,3,3,3,1,1,16,2,3, ,4,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,0
640,24,2,1,1,2,2,28,1, , ,1,5, , , , , ,76,7, ,2, , ,14,14,2,1,1,4,1,4,2,1,4,8,3,8,2,1,10, , , , , ,1,1,0
640,24,2,2,3,2,1,30,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,1,1,0
646,24,2,1,1,1,1,17,1, , ,1,5, , , , , ,76,7, ,2, , ,2,2,1,1,3,4,3,4,1,1,4,10,4,10,1,1,10, , , , , ,0,5,0
646,24,2,2,3,1.5,1,16,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,0,0
704,25,1,1,1,2,2,10,1, , ,1,3, , , , ,6,81,2, ,3,99,FC 11,10,10,3,3,7,48,7,48,2,2,4,48,4,48,2,2,10, , , , , ,0,0,0
715,25,1,1,1,3,1,26,1,3, ,1,3, , , , ,6,81,2, ,3,99,FC-4,15,15,3,3,7,48,7,48,2,2,7,48,7,48,2,2,10, , , , , ,0,0,0
718,25,2,1,1,2,1,10,1, , ,1,3, , , , ,6,81,2, ,3,99,FD11,11,21,3,2,7,8,7,8,3,2,7,10,7,10,2,1,10, , , , , ,1,0,0
718,25,2,2,3,3.5,2,20,3, , ,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,0
727,25,2,1,1,2,2,27,1, , ,1,3, , , , ,6,81,2, ,1,99,FC 4,21,21,3,3,7,48,7,48,3,3,7,48,7,48,3,3,10, , , , , ,2,0,0
727,25,2,2,2,1,1,27,3, , ,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,2,0,0
733,25,1,1,1,2,1,18,1, , ,1,3, , , , ,6,81,2, ,3,99,FC-4,15,15,2,2,7,48,7,48,2,2,7,48,7,48,2,2,10, , , , , ,0,0,0
753,26,3,1,1,.5,2,10,1, , ,1,5, , , , , ,86,5, ,3, , ,99,99,2,3,8,8,10,4,2,3,10,8,99,99,2,2,5,1, , , , ,3,1,0
753,26,3,2,2,4,2,12,1,2, ,1,5, , , , , ,86,5, ,3, , ,15,12,2,2,7,8,7,8,3,3,8,8,10,8,3,3,9,1, , , , ,1,0,0
753,26,3,3,4,4,2,20,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,2,1,0
757,26,2,1,3,2,2,30,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1, , , , ,4,0,0
757,26,2,2,2,2,6,30,2,3, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1, , , , ,4,0,0
758,26,4,1,1,2,3,10,1,2, ,1,5, , , , , ,87,5, ,3, , ,6,8,3,3,1,8,1,8,3,3,10,8,10,8,3,3,8,1, , , , ,4,0,0
758,26,4,2,3,1.5,3,25,3, , ,6,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,2,0,1
758,26,4,3,2,9,3,10,2,3, ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,6, , , , ,0,0,1
758,26,4,4,2,12.5,3,10,2,3,4,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,0,1
764,26,2,1,1,2,1,40,1, , ,2,5, , , , , ,89,5, ,2, , ,30, ,3, ,7,18, , ,2, ,7,18, , ,2, ,5,1, , , , ,3,3,0
764,26,2,2,2,.5,1,15,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,1,0
766,26,2,1,1,2,6,38,1, , ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,4,2,0
766,26,2,2,2,8,6,38,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,4,2,0
784,26,2,1,1,2,3,2,1, , ,1,5, , , , , ,87,7, ,2, , ,99,1,2,2,8,6,8,8,2,2,10,8,10,8,2,2,3,6, , , , ,1,0,0
784,26,2,2,2,1,8,25,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,1
830,13,2,1,1,1.5,1,25,1, , ,1,2, , , , ,4, ,1, ,1,D6,FC97,14,14,3,3,3,48,3,48,3,3,3,48,3,48,3,3,10, , , , , ,0,0,0
830,13,2,2,2,.5,1,25,2,1, ,1,5, , , , , ,31,6, ,2, , ,14,14,3,3,3,4,3,4,3,3,3,4,3,4,3,2,7,1, , , , ,0,0,0
831,13,2,1,2,.5,2,20,1, , ,1,4, , , , ,5,31,5, ,2,99,99,99,10,4,3,8,24,8,24,3,3,8,24,8,24,3,3,5,1, , , , ,3,2,0
831,13,2,2,1,1.5,3,1,1, , ,1,2, , , , ,4, ,1, ,3,D7,LV1,30,30,3,3,7,24,7,24,3,3,7,24,7,24,3,3,1,6, , , , ,0,0,0
837,13,3,1,1,1.5,5,15,1, , ,1,2, , , , ,4, ,1, ,3,D6,FC97,14,14,3,3,5,24,5,24,3,3,5,24,5,24,3,2,10, , , , , ,2,1,0
837,13,3,2,2,.5,5,25,1, , ,1,5,7, , , , ,31,6, ,3, , ,14,14,3,3,5,24,5,24,3,3,5,24,5,24,3,2,6,1, , , , ,1,1,0
837,13,3,3,2,.25,5,25,2,3, ,1,5, , , , , ,31,6, ,3, , ,14,14,3,3,15,24,5,24,3,3,5,24,5,24,3,2,6,1, , , , ,1,1,0
852,14,2,1,1,1,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,2,0
852,14,2,2,1,1,1,12,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,2,0
854,14,2,1,2,1,5,42,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,2,0
854,14,2,2,2,1,1,4,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,2,0
857,14,1,1,1,2,1,6,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
860,14,3,1,1,1,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
860,14,3,2,1,1,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
860,14,3,3,2,2,2,2,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,1,0,0
863,14,2,1,1,1,1,6,1, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,1,0
863,14,2,2,1,1,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,3,0
866,14,2,1,2,2,5,40,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
866,14,2,2,2,1,1,25,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, , , , ,1,1,0
867,14,1,1,1,2,1,8,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,2,0
879,14,3,1,2,1,1,35,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,3,2,0
879,14,3,2,2,1,1,35,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,3,2,0
879,14,3,3,2,.5,1,20,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,3,2,0
883,14,2,1,2,2,1,15,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,3,0
883,14,2,2,2,1,1,15,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,0
904,7,2,1,1,2,1,47,1, , ,2,4, , , , ,5,11,7,13,1,D13,1,7, ,3, ,7,4, , ,3, ,7,4, , ,3, ,4,1, , , , ,2,1,0
904,7,2,2,1,1,7,47,1, , ,5,4, , , , ,5,12,7,13,1,D13,1, ,5, ,2, , ,7,1, ,2, , ,7,1, ,2,4,1, , , , ,2,1,0
921,7,2,1,1,2,1,65,1, , ,2,4, , , , ,5,11,7,13,1,D13,01,12, ,3, ,7,4, , ,3, ,7,4, , ,3, ,4,1, , , , ,2,1,0
921,7,2,2,1,.5,7,65,1, , ,5,4, , , , ,5,11,7,13,1,D13,01, ,7, ,2, , ,7,2, ,2, , ,7,2, ,2,4,1, , , , ,2,1,0
952,8,3,1,1,2,1,20,1, , ,2,5, , , , , ,23,6, ,1, , ,7, ,3, ,10,8, , ,3, ,10,8, , ,2, ,4,1,3, , , ,4,1,0
952,8,3,2,2,.5,1,20,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,1,1,0
952,8,3,3,3,.5,1,20,1, , ,3,5, , , , , ,23,6, ,1, , , ,2, ,2, , ,7,2, ,2, , ,7,2, ,2,4,1, , , , ,1,1,0
954,8,3,1,1,2,1,10,1, , ,2,5, , , , , ,23,4, ,1, , ,7, ,2, ,7,3, , ,2, ,7,3, , ,2, ,4,1,2, , , ,2,1,0
954,8,3,2,2,2,1,10,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,2, , , ,2,1,0
954,8,3,3,1,.5,7,10,1, , ,5,5, , , , , ,23,4, ,1, , , ,4, ,2, , ,7,2, ,1, , ,7,2, ,1,4,1,2, , , ,2,1,0
959,8,2,1,1,2,3,2,1, , ,2,5, , , , , ,21,5, ,1, , ,7, ,3, ,7,2, , ,3, ,7,2, , ,2, ,4,1, , , , ,1,1,0
959,8,2,2,2,2,1,8,2, , ,1,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,1,1,0
961,8,3,1,1,2,1,11,1, , ,2,5, , , , , ,23,4, ,1, , ,7, ,2, ,7,3, , ,2, ,7,3, , ,2, ,6,1,2, , , ,2,2,0
961,8,3,2,2,1,1,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,2,1,0
961,8,3,3,1,.25,7,10,1, , ,5,5, , , , , ,23,4, ,1, , , ,4, ,2, , ,7,1, ,2, , ,7,1, ,1,6,1,2, , , ,2,1,0
962,8,3,1,1,2,3,2,1, , ,2,5, , , , , ,23,1, ,1, , ,6, ,3, ,10,4, , ,3, ,10,4, , ,3, ,3,1,2, , , ,1,1,0
962,8,3,2,2,1.5,1,2,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,1,1,0
962,8,3,3,1,.5,7,2,1, , ,5,5, , , , , ,23,1, ,1, , , ,4, ,2, , ,7,2, ,2, , ,7,2, ,2,3,1,2, , , ,1,1,0
963,8,3,1,1,2,1,30,2, , ,2,5, , , , , ,23,5, ,1, , ,7, ,3, ,10,8, , ,3, ,10,8, , ,3, ,4,1,3,6, , ,4,1,0
963,8,3,2,2,1,1,30,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,1,0
963,8,3,3,1,.5,1,30,1, , ,3,5, , , , , ,23,5, ,1, , , ,2, ,2, , ,7,2, ,2, , ,7,2, ,2,4,1, , , , ,1,1,0
964,8,2,1,1,2,1,35,1, , ,2,5, , , , , ,23,5, ,1, , ,6, ,3, ,10,6, , ,3, ,10,6, , ,3, ,6,1,2, , , ,2,1,0
964,8,2,2,2,.5,1,35,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,1,1,0
965,8,2,1,1,2,1,10,1, , ,2,4, , , , ,5,23,1, ,1, ,99,10, ,2, ,10,4, , ,3, ,10,4, , ,3, ,5,1,2,3, , ,3,1,0
965,8,2,2,2,2,1,10,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,0
968,8,3,1,1,3,1,1,1, , ,2,5, , , , , ,22,5, ,1, , ,7, ,3, ,7,3, , ,3, ,7,3, , ,2, ,1,1, , , , ,1,1,0
968,8,3,2,1,2,1,3,1, , ,2,5, , , , , ,21,5, ,1, , ,7, ,3, ,7,3, , ,3, ,7,3, , ,2, ,4,1, , , , ,1,1,0
968,8,3,3,2,1,1,3,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,1,1,0
970,8,2,1,1,2,1,2,1, , ,2,5, , , , , ,23,5, ,2, , ,7, ,2, ,7,3, , ,2, ,7,3, , ,2, ,2,1, , , , ,1,1,0
970,8,2,2,2,1,1,2,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,1,1,0
973,8,2,1,1,3,1,4,1, , ,2,5, , , , , ,24,6, ,1, , ,7, ,2, ,7,3, , ,2, ,7,2, , ,2, ,4,1, , , , ,1,1,0
973,8,2,2,2,1,1,4,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,1,0
978,8,2,1,1,2,1,50,1, , ,2,4, , , , ,5,23,5, ,1, ,99,7, ,2, ,7,3, , ,2, ,7,3, , ,2, ,5,1,2, , , ,2,2,0
978,8,2,2,2,2,1,2,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,1,1,0
981,8,3,1,1,2,1,50,1, , ,2,5, , , , , ,23,5, ,1, , ,10, ,2, ,7,4, , ,2, ,7,3, , ,2, ,3,1,2, , , ,1,2,0
981,8,3,2,2,1,1,50,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2, , , ,1,2,0
981,8,3,3,1,1,7,50,1, , ,5,5, , , , , ,23,5, ,1, , , ,7, ,1, , ,7,1, ,2, , ,7,1, ,1,3,1, , , , ,1,2,0
118,16,4,1,1,1,3,10,1, , ,2,5, , , , , ,46,5, ,1, , ,2, ,3, ,10,3, , ,3, ,10,3, , ,3, ,4,1, , , , ,0,0,0
118,16,4,2,1,.5,3,10,1, , ,1,5, , , , , ,46,5, ,1, , ,3,3,3,3,10,3,10,2,3,3,10,3,10,2,3,3,8,1, , , , ,0,0,0
118,16,4,3,1,.75,3,6,1, , ,1,5, , , , , ,46,5, ,3, , ,2,2,3,3,10,2,10,2,3,3,10,2,10,2,3,3,6,1, , , , ,0,0,0
118,16,4,4,4,1.5,5,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,1,0
134,16,3,1,1,2,1,25,1, , ,1,5, , , , , ,51,4, ,1, , ,2,2,3,2,5,6,5,6,3,2,6,6,5,6,3,3,5,1, , , , ,0,2,0
134,16,3,2,1,.25,1,25,1, , ,1,5, , , , , ,46,4, ,2, , ,7,7,3,2,7,2,7,2,3,2,7,2,6,2,3,3,7,1, , , , ,0,0,0
134,16,3,3,2,1,5,3,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, , , , ,0,1,0
310,36,3,1,1,2,3,3,1, , ,2,5, , , , , ,96,5, ,2, , ,1, ,3, ,7,8, , ,3, ,7,8, , ,3, ,2,1, , , , ,1,0,0
310,36,3,2,1,.25,1,3,1, , ,2,5, , , , , ,92,4, ,3, , ,1, ,3, ,7,5, , ,3, ,7,5, , ,3, ,2,1, , , , ,1,0,0
310,36,3,3,3,1,1,3,3, , ,6,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,6, , , , ,0,0,1
316,36,4,1,1,1,1,20,1, , ,2,5, , , , , ,92,6, ,3, , ,15, ,3, ,10,12, , ,3, ,10,12, , ,3, ,4,1, , , , ,3,0,0
316,36,4,2,2,.5,1,20,1, , ,2,5, , , , , ,92,4, ,2, , ,2, ,1, ,7,6, , ,2, ,7,6, , ,3, ,2,1, , , , ,0,0,0
316,36,4,3,3,.75,1,10,1, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,2,0,1
316,36,4,4,4,1,1,3,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,1,0,0
366,36,4,1,1,.25,1,5,1, , ,2,5, , , , , ,97,5, ,2, , ,1, ,3, ,7,1, , ,3, ,7,1, , ,3, ,7,1, , , , ,0,3,0
366,36,4,2,1,.5,1,30,1, , ,2,5, , , , , ,97,5, ,3, , ,1, ,3, ,10,4, , ,3, ,7,4, , ,3, ,6,1, , , , ,0,3,0
366,36,4,3,1,1.5,1,3,1, , ,2,5, , , , , ,97,5, ,3, , ,1, ,3, ,2,2, , ,3, ,3,12, , ,3, ,3,1, , , , ,0,1,0
366,36,4,4,2,.5,1,3,2,3, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,0,1,0
802,13,2,1,2,.75,2,15,1,2, ,1,8,11, , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1, , , , ,3,0,0
802,13,2,2,1,1.5,3,3,1, , ,1,2, , , , ,4, ,1, ,1,D7,99,10,10,3,3,6,24,6,24,3,3,5,24,5,5,3,3,6,6, , , , ,0,0,0
110,16,4,1,1,1,3,3,1, , ,2,5, , , , , ,46,4, ,3, , ,6, ,3, ,7,3, , ,3, ,8,4, , ,3, ,2,1, , , , ,0,0,0
110,16,4,2,1,1,3,3,1, , ,2,5, , , , , ,47,4, ,3, , ,6, ,3, ,7,3, , ,3, ,8,5, , ,3, ,2,1, , , , ,0,0,0
110,16,4,3,1,.5,1,20,1, , ,2,5, , , , , ,46,4, ,2, , ,6, ,3, ,7,3, , ,3, ,8,4, , ,3, ,4,1, , , , ,0,2,0
110,16,4,4,2,1,1,3,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,0,0,0
131,16,4,1,1,.5,1,10,1, , ,2,5, , , , , ,46,4, ,1, , ,15, ,3, ,5,3, , ,3, ,5,3, , ,3, ,4,1, , , , ,0,0,0
131,16,4,2,1,1.5,1,10,1, , ,2,5, , , , , ,46,4, ,2, , ,20, ,3, ,5,5, , ,3, ,5,5, , ,3, ,4,1, , , , ,0,0,0
131,16,4,3,1,.5,1,10,1, , ,2,5, , , , , ,46,4, ,2, , ,20, ,3, ,5,3, , ,3, ,5,3, , ,3, ,4,1, , , , ,0,0,0
131,16,4,4,2,.5,1,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,0,0
226,15,3,1,1,2.5,2,23,1, , ,1,2, , , , ,1, ,1, ,3,D-8,RB-6,20,20,3,3,4,24,4,24,3,3,10,24,10,24,3,3,6,1, , , , ,2,0,0
226,15,3,2,2,1,2,23,2,3, ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,6, , , , ,2,0,0
226,15,3,3,2,1,2,23,1, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,6, , , , ,2,0,1
305,36,3,1,1,1.5,1,50,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,6,12, , ,3, ,6,12, , ,3, ,4,1, , , , ,1,0,0
305,36,3,2,1,1,1,50,1, , ,2,5, , , , , ,92,6, ,1, , ,99, ,3, ,6,12, , ,3, ,6,12, , ,3, ,4,1, , , , ,1,0,0
305,36,3,3,2,2,1,1,2, , ,3,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6, , , , ,0,0,1
309,36,3,1,1,2,3,4,1, , ,2,5, , , , , ,92,5, ,3, , ,3, ,3, ,3,1, , ,3, ,4,2, , ,3, ,4,1, , , , ,0,1,0
309,36,3,2,1,.5,3,2,1, , ,2,5, , , , , ,95,5, ,3, , ,4, ,3, ,4,1, , ,3, ,4,3, , ,3, ,4,1, , , , ,0,0,0
309,36,3,3,2,1,1,20,2, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,1,1
334,36,2,1,1,1.5,1,10,1, , ,2,5, , , , , ,95,5, ,1, , ,7, ,3, ,7,4, , ,3, ,7,3, , ,3, ,5,1, , , , ,0,2,0
334,36,2,2,1,1,1,5,1, , ,2,5, , , , , ,101,6, ,3, , ,7, ,3, ,7,5, , ,3, ,7,3, , ,3, ,3,1, , , , ,0,2,0
410,20,3,1,1,3,1,15,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,5,0,0
410,20,3,2,1,.5,3,1,1, , ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6, , , , ,0,1,0
410,20,3,3,2,2,6,15,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,2,1,0
413,20,3,1,1,1,1,43,1,2, ,1,5, , , , , ,66,7, ,3, , ,10,10,3,2,1,24,5,24,3,1,4,24,4,24,3,3,7,1, , , , ,2,7,0
413,20,3,2,2,1,1,43,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,5,2,0
413,20,3,3,2,1,1,43,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,5,2,0
416,20,3,1,1,.5,5,10,1, , ,2,5, , , , , ,66,7, ,2, , ,7, ,3, ,3,24, , ,3, ,3,24, , ,3, ,9,1, , , , ,2,2,0
416,20,3,2,2,1.5,1,15,1,2, ,1,11,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,3,0
416,20,3,3,1,1,3,1,1, , ,3,11,5, , , , ,69,7, ,2, , , ,14, ,3, , ,3,24, ,2, , ,3,24, ,2,2,6, , , , ,0,0,0
421,20,2,1,1,3,1,30,1, , ,1,5,11, , , , ,68,7, ,2, , ,99,20,4,2,99,99,3,72,4,2,99,99,6,29,4,2,6,1, , , , ,4,2,0
421,20,2,2,1,2,1,37,1,2, ,1,5,11, , , , ,69,5, ,2, , ,99,21,4,2,99,99,3,72,4,2,99,99,3,48,4,2,10, , , , , ,4,2,0
470,19,1,1,1,3,1,20,1, , ,1,3, , , , ,2,61,7, ,3,D2,FC15,15,15,3,3,3,10,3,80,3,2,3,72,3,80,3,2,10, , , , , ,2,1,0
503,23,2,1,1,1,2,10,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,9,3,5,12,2,2,8,2,5,8,3,3,10, , , , , ,0,3,0
503,23,2,2,1,1.5,3,1,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,9,3,5,12,2,2,8,2,5,8,3,3,2,6, , , , ,0,1,0
542,23,1,1,1,2.5,3,20,1, , ,1,4, , , , ,3,71,2, ,3,RB17,8 JELA,10,10,3,3,3,8,3,8,3,3,7,5,7,5,3,3,8,5, , , , ,0,4,0
547,23,3,1,1,1,2,30,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,7,3,5,3,3,3,7,3,5,3,3,3,10, , , , , ,0,3,0
547,23,3,2,1,1.5,2,27,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,7,24,5,25,3,3,7,24,5,24,3,3,10, , , , , ,0,1,0
547,23,3,3,2,2.5,2,35,3, , ,6,4, , , , ,3,71,2, ,1,RB1,99,14,14,3,3,7,20,5,20,3,3,7,20,5,20,3,3,10, , , , , ,0,1,0
628,24,3,1,1,1,3,1,1, , ,1,5, , , , , ,76,7, ,3, , ,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,6, , , , ,0,1,0
628,24,3,2,1,1.5,1,5,1, , ,1,5, , , , , ,76,7, ,1, , ,7,7,3,1,4,3,4,3,3,2,4,2,4,2,3,2,10, , , , , ,0,0,0
628,24,3,3,2,1,1,8,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,2,0
855,14,2,1,1,1.5,1,15,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,3,0
855,14,2,2,1,1,1,13,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,3,0
865,14,5,1,1,2.5,1,18,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
865,14,5,2,1,1,1,0,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , ,0,0,0
