ID,SHENO,HI5,HI6,HI3,HI4_Name,HI4,HI8,HH_Members,HH_U_13,HH_Adult,HH_O_65,HH_C_1,HH_G_1,HH_H_1,HH_J_1,HH_K_1,HH_2_A_01,HH_2_D_01,HH_2_E_01,HH_2_F_01,HH_2_H_01,HH_2_H_X,HAC_3_1,LAN1B_01,LAN1C_01,Total_HA,LAN1D_01,LAN1E_01,LAN1G_01,Season,LAN1H1_01,Major_Irr,LAN1I_01,FAR1A_1,FAR1A_5,Rice_per_acre,FIN2_1,SAT1_1,SAT1_1X,SAT1_2,SAT1_2X,FO_1,FO_2,FO_3,CAES_1,ADP1_A3,ADP1_A4,ADP1_A5,ADP1_A6,ADP1_A7,ADP1_A8,ADP1_A9,ADP1_A10,ADP1_AX1,ADP1_A,ADP1_AX2,ADP1_B1,ADP1_B3,ADP1_B4,ADP1_B5,ADP1_B6,ADP1_B7,ADP1_B8,ADP1_B9,ADP1_B10,ADP1_BX1,ADP1_B,ADP1_BX2,NDP4_1,NDP4_2,NDP4_3,CAP5_1,CAP5_2,CAP5_3,CAP5_4,Adaptive_Cap,CAP1_1,CAP1_2,CAP1_3,Collective_Acts,Personal_Cont,CAP2_1,CAP2_2,CAP2_3,PID1B_1,PID1B_2,PID1B_3,Standardized_SES,Agrowell_Prop,Major_Prop,Minor_Prop,Other_Prop,Rainfed_Prop,Food_Insecurity
502,855,29,9,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,5,0.2,0.8,0,1,1,98,2,2,1,1,40,2,611,1,1,1,1.5,2.5,1,15,2,2,8,0,0,2.5,0,0,1,1,1,2,0,0,1,0,2,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,4,3,2,3,3,3,3,3,3,0,1,1,4,3,1,1,-0.033235221,0,0,0,0,100,0
503,856,38,12,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,5,0.6,0.4,0,1,1,96,2,2,1,1,38,6,611,1,1,1,3,15.5,1,18,2,2,8,0,0,15,0,0,2,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1.5,4,4,4,4,3,1,3,4,4,3,3,-0.033235221,0,0,0,0,100,0
504,857,20,6,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,3,0.333333333,0.666666667,0,2,1,96,2,2,1,1,34,3,611,1,1,1,2,2,1,6,2,2,8,0,0,2,995,497.5,1,2,0,1,0,1,0,0,2,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,4,1,3,2.75,5,5,2,0.666666667,2,2,1,2,1,1,1,-1.145226645,0,0,0,0,100,0
505,858,42,41,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,4,0,1,0,2,1,95,2,2,1,1,63,2,611,1,1,2,4,5.75,1,25,2,2,8,0,0,5,68,13.6,2,1,1,3,1,0,0,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,4,3,2,3,3,4,3,3,3.333333333,3,1,4,3,4,4,4,-1.915742165,0,17.39130435,0,0,82.60869565,1
506,859,53,17,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,4,0.5,0.5,0,1,1,96,2,2,1,1,35,3,831,2,1,1,1,5,1,10,2,2,8,0,0,4,995,248.75,1,1,1,3,1,0,0,1,2,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,4,1.75,3,3,3,3,3,1,2,3,3,3,3,-0.003094591,0,0,0,0,100,5
507,860,68,22,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,5,0.6,0.4,0,1,1,96,2,2,1,2,27,2,611,1,1,1,1,4,1,10,2,2,8,0,0,2,0,0,1,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,3,1.5,4,4,4,4,3,1,2,3,3,3,3,-0.929342803,0,0,0,0,100,0
508,861,92,30,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,4,0.5,0.5,0,1,1,95,2,2,1,1,26,3,611,1,1,1,2,6.5,1,7,2,2,8,0,0,5.5,105,19.09090909,1,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,3,2,1,3,2.25,4,4,4,4,3,1,2,2,4,4,3,-0.541644,0,0,0,0,100,5
509,862,95,31,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,5,0.2,0.8,0,2,1,95,2,2,1,1,34,4,754,2,1,2,1,5,1,14,2,2,8,0,0,5,0,0,1,1,1,3,1,0,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,1,3,1.75,3,3,4,3.333333333,0,1,2,3,4,3,3,-0.004868779,0,0,0,0,100,0
510,863,11,3,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,7,0,1,0,1,1,95,2,2,1,1,26,7,611,1,1,1,1,2,1,6,1,1,8,0,0,2,45,22.5,1,1,1,3,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,1,4,3,1,4,3,4,4,4,4,3,1,3,4,3,3,3,-0.218978433,0,0,0,0,100,0
511,864,104,34,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,5,0.6,0.4,0,2,1,95,2,2,1,1,35,2,611,1,1,1,2,7,1,8,2,2,8,0,0,7,1200,171.4285714,1,1,1,2,0,0,1,0,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,2,1,1,1.25,2,4,2,2.666666667,1,1,2,2,3,3,1,-0.636817865,0,0,0,0,100,4
512,865,86,28,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,5,0.2,0.8,0,2,1,96,2,2,1,1,45,3,611,1,1,1,2.5,6.5,1,18,2,2,8,0,0,2.5,0,0,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1.25,4,4,2,3.333333333,2,1,2,2,4,4,3,-0.033235221,0,0,0,0,100,3
513,866,26,8,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,5,0.4,0.6,0,1,1,96,2,2,1,1,60,2,611,1,1,2,2,3,5,40,2,2,8,0,0,2,0,0,1,1,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,2,3,2,2,2.25,2,2,1,1.666666667,1,2,2,3,3,3,3,-1.915742165,0,0,0,0,100,3
514,867,23,7,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,3,0.333333333,0.666666667,0,2,1,95,2,2,1,1,36,1,611,1,1,1,2,2,1,8,2,2,8,0,0,2,0,0,1,1,1,3,1,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,4,4,3.75,1,1,4,2,1,2,1,1,1,3,1,-1.145226645,0,0,0,0,100,1
515,868,80,26,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,4,0.25,0.5,0,1,1,96,2,2,1,2,32,3,611,1,1,2,1.5,3.5,1,13,2,2,8,0,0,2.5,0,0,1,1,1,2,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,3,2.75,3,2,3,2.666666667,1,1,3,3,3,3,3,-2.237290075,0,0,0,0,100,2
516,869,17,5,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,6,0,1,0,1,1,95,2,2,1,1,53,2,611,1,1,1,4,6,1,30,2,2,8,0,0,4,0,0,1,1,1,2,0,0,1,0,2,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,2,3,3,2.75,2,3,2,2.333333333,2,1,3,3,3,3,3,-1.312159521,0,0,0,0,100,1
517,870,56,18,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,3,0,1,0,1,1,96,2,2,1,2,44,2,611,1,1,2,1,1.5,1,25,2,2,8,0,0,1,0,0,1,1,1,2,0,0,1,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,2,3,3,2.75,2,1,4,2.333333333,0,1,3,4,3,3,3,-2.840872719,0,0,0,0,100,2
518,871,71,23,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,6,0.166666667,0.833333333,0,2,1,96,2,2,1,1,42,3,611,1,1,2,3,7,1,11,2,2,8,0,0,7,995,142.1428571,1,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,3,4,3,3,3.25,1,1,2,1.333333333,0,1,1,3,3,3,4,-1.145226645,0,0,0,0,100,4
519,872,62,20,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,2,0,1,0,1,1,95,2,2,1,1,51,2,611,1,1,2,1,3.5,1,26,2,2,8,0,0,3,995,331.6666667,1,1,1,2,0,0,1,0,2,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,2,3,2,2.5,2,3,2,2.333333333,3,1,3,3,3,3,3,-2.840872719,0,0,0,0,100,2
520,873,36,42,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,5,0.6,0.4,0,2,1,95,2,2,1,1,34,3,611,1,1,2,6,6.5,1,10,2,2,8,0,0,6,0,0,2,1,1,2,0,0,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,2,3,2,2.5,4,3,3,3.333333333,2,1,3,3,3,3,3,-1.915742165,0,0,0,0,100,1
521,874,14,4,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,6,0.666666667,0.333333333,0,2,1,96,2,2,1,1,31,3,611,1,1,2,1,2,1,6,2,2,8,0,0,1,0,0,1,1,1,2,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1,3,3,2,3,2.75,1,1,1,1,2,1,2,2,3,3,1,-2.840872719,0,0,0,0,100,2
522,875,101,33,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,2,0,1,0,2,1,96,2,2,1,1,39,2,611,1,1,2,1,1,1,15,2,2,8,0,0,1,0,0,2,1,1,3,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,3,2,3,2,2.5,1,2,3,2,2,1,3,2,3,1,3,-2.840872719,0,0,0,0,100,0
523,876,107,35,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,5,0.6,0.4,0,1,1,95,2,2,1,1,31,2,611,1,1,1,2,3.75,1,12,2,2,8,0,0,3,995,331.6666667,1,1,1,3,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,3,1.5,4,4,4,4,3,1,2,2,3,3,3,-0.541644,20,0,0,0,80,5
524,877,114,37,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,6,0.666666667,0.333333333,0,1,1,96,2,2,1,1,36,3,611,1,1,1,3,11,1,7,2,2,8,0,0,5,60,12,1,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,3,2,1,4,2.5,4,4,4,4,3,1,3,3,4,3,3,-1.915742165,0,0,0,0,100,0
525,878,50,16,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,2,0,1,0,2,1,96,2,2,1,1,35,3,611,1,1,2,1,1,1,8,2,2,8,0,0,1,0,0,2,1,1,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,2,3,3,3,2,3,2.666666667,1,1,3,3,1,1,1,-1.915742165,0,0,0,0,100,0
526,879,66,44,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,6,0.333333333,0.666666667,0,1,1,95,2,2,1,1,56,1,611,1,1,2,1,2.5,1,35,2,2,8,0,0,2,0,0,2,1,1,2,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,3,2,3,3,2.75,3,3,2,2.666666667,3,1,3,3,3,3,3,-1.915742165,0,0,0,0,100,2
527,880,8,43,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,3,0,1,0,2,1,95,2,2,1,1,35,3,611,1,1,2,2,4,1,13,2,2,8,0,0,4,995,248.75,1,1,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,3,2,2.5,2,2,2,2,0,1,3,3,3,3,3,-0.762409926,0,0,0,0,100,1
528,881,122,39,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,3,0,0.333333333,0.666666667,1,1,96,2,2,1,1,82,3,611,1,1,2,2,4.75,1,25,2,2,8,0,0,4.75,0,0,2,1,1,2,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4,3,1,4,3,3,4,3,3.333333333,3,1,3,3,1,1,3,-1.915742165,0,0,0,0,100,0
529,882,89,29,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,3,0,1,0,1,1,96,2,2,1,1,25,3,611,1,1,2,1,2,1,10,2,2,8,0,0,1,995,995,2,1,1,3,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,4,3,2,2,2.75,3,2,4,3,2,2,3,2,3,3,3,-2.840872719,0,0,0,0,100,4
530,883,118,38,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,6,0.5,0.5,0,1,1,96,5,2,1,1,31,3,611,1,1,2,2,3,1,15,2,2,8,0,0,2,995,497.5,2,1,1,3,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,3,2.5,2,1,2,1.666666667,3,1,3,4,1,1,3,-2.840872719,0,0,0,0,100,5
531,884,77,25,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,3,0.333333333,0.666666667,0,1,1,95,2,2,1,1,31,2,611,1,1,2,2,4,1,16,2,2,8,0,0,3,0,0,2,1,1,3,1,0,0,1,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,2,2,3,2,2.25,3,2,3,2.666666667,2,1,3,3,3,3,3,-2.840872719,0,0,0,0,100,0
532,885,83,27,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,6,0.333333333,0.666666667,0,2,1,96,2,2,1,1,48,4,611,1,1,2,2,3.75,1,10,2,2,8,0,0,3.5,0,0,1,1,1,2,0,0,1,0,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,3,2,2,2,2.25,2,3,3,2.666666667,0,1,3,3,3,3,3,-2.840872719,0,0,0,0,100,1
533,886,98,32,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,8,0,1,0,1,1,95,2,2,1,1,58,3,611,1,1,2,6,10,1,30,2,2,8,0,0,10,0,0,2,1,1,2,0,0,1,0,2,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,3,3,2,3,2.75,3,4,3,3.333333333,1,1,4,3,3,3,3,-1.145226645,0,0,40,0,60,1
534,887,47,15,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,5,0,1,0,1,1,95,2,2,1,1,24,4,611,1,1,1,1.5,3.5,1,10,2,2,8,0,0,2.5,0,0,1,1,1,3,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,3,3,1,4,2.75,2,4,3,3,3,1,2,2,4,3,3,-0.762409926,0,0,0,0,100,4
535,888,32,10,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,2,0,1,0,1,1,96,2,2,1,1,47,2,611,1,1,2,7,14,1,20,2,2,8,0,0,9,995,110.5555556,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,4,2,3,2,2.75,1,1,2,1.333333333,1,1,1,2,3,1,1,-1.532925447,0,0,0,0,100,0
536,889,75,45,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,2,6,0.166666667,0.666666667,0.166666667,1,1,95,2,2,1,1,65,2,611,1,1,2,2,3.5,1,10,2,2,8,0,0,3.5,995,284.2857143,1,1,1,2,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,2,3,3,2.75,3,2,2,2.333333333,0,1,3,2,3,3,3,-2.840872719,0,0,0,0,100,1
537,890,44,14,214D,MUTHTHICHCHENA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,14,1,2,0,1,0,1,1,96,2,2,1,1,59,2,611,1,1,1,1.5,1.5,1,20,2,2,8,0,0,1.5,0,0,1,1,1,2,0,0,1,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,1.25,4,4,4,4,3,1,2,3,3,3,3,-0.929342803,0,0,0,0,100,0
538,901,19,36,MN/113,MAWILANKERNY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,7,1,4,0.25,0.5,0.25,1,1,95,4,2,1,1,37,5,411,2,1,1,3,9,1,10,2,2,4,1,5,7,700,100,1,1,1,2,0,0,1,0,2,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,4,4,1,4,3.25,3,3,3,3,1,1,3,4,4,4,4,0.886356719,0,0,100,0,0,0
539,902,1,1,MN/113,MAWILANKERNY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,7,1,4,0,0.5,0.5,1,1,95,4,2,1,1,65,4,411,2,1,1,4,12,3,30,2,2,4,1,5,10,1215,121.5,1,1,1,3,1,0,0,1,2,0,1,1,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,3,2,4,3.25,3,3,3,3,1,1,3,3,4,4,4,0.349581497,0,0,100,0,0,0
540,903,38,26,MN/113,MAWILANKERNY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,7,1,2,0,1,0,1,1,96,4,2,1,1,43,4,611,1,1,1,10,14,1,25,2,2,4,1,5,10,990,99,1,1,1,2,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,3,3,4,3,2,4,2,2.666666667,1,2,2,2,3,4,3,-1.854473356,0,0,100,0,0,0
541,904,17,13,MN/113,MAWILANKERNY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,7,1,5,0.6,0.4,0,1,1,95,4,2,1,1,47,3,226,2,1,1,2,3,1,47,2,2,4,1,5,2,150,75,2,1,1,2,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4,3,3,4,3.5,3,4,4,3.666666667,2,1,3,3,4,4,4,-0.929342803,0,0,100,0,0,0
542,905,48,31,MN/113,MAWILANKERNY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,7,1,4,0.25,0.75,0,1,1,95,4,2,1,1,48,2,712,2,1,1,5,6,1,30,2,2,4,1,5,5,460,92,1,1,1,2,0,0,1,0,2,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,3,3,4,3,2,4,2,2.666666667,0,2,2,2,3,4,3,-0.158827282,0,0,100,0,0,0
543,906,37,25,MN/113,MAWILANKERNY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,7,1,4,0.5,0.5,0,1,1,95,4,2,1,1,38,3,611,1,1,1,1.5,4,1,38,2,2,4,1,5,3,330,110,1,1,1,2,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,3,3,3,3,3,3,3,3,3,2,1,2,2,4,3,3,-0.004868779,0,0,100,0,0,0
544,907,24,35,MN/113,MAWILANKERNY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,7,1,4,0,1,0,1,1,95,4,2,1,1,59,3,611,1,1,1,5,15,1,35,2,2,4,1,5,13,1200,92.30769231,1,1,1,2,0,0,1,0,2,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,4,4,1,4,3.25,3,3,3,3,1,1,3,4,4,3,3,0.886356719,0,0,100,0,0,0
